filename,gt,pred,correct,infer_ms,score_leaf,score_not_leaf
LE0304.RAW,leaf,leaf,1,271,118,-117
LE0305.RAW,leaf,leaf,1,271,83,-83
LE0306.RAW,leaf,leaf,1,270,95,-97
LE0307.RAW,leaf,leaf,1,270,89,-90
LE0308.RAW,leaf,leaf,1,271,16,-14
LE0309.RAW,leaf,leaf,1,270,80,-81
LE0310.RAW,leaf,leaf,1,270,111,-112
LE0311.RAW,leaf,leaf,1,270,106,-108
LE0312.RAW,leaf,leaf,1,271,89,-89
LE0313.RAW,leaf,leaf,1,270,86,-86
LE0314.RAW,leaf,leaf,1,271,80,-76
LE0315.RAW,leaf,leaf,1,271,97,-97
LE0316.RAW,leaf,leaf,1,271,70,-72
LE0317.RAW,leaf,leaf,1,270,71,-73
LE0318.RAW,leaf,leaf,1,270,70,-65
LE0319.RAW,leaf,leaf,1,270,49,-49
LE0320.RAW,leaf,leaf,1,270,93,-94
LE0321.RAW,leaf,leaf,1,270,108,-109
LE0322.RAW,leaf,leaf,1,271,123,-122
LE0323.RAW,leaf,leaf,1,271,11,-9
LE0324.RAW,leaf,leaf,1,270,93,-94
LE0325.RAW,leaf,leaf,1,271,20,-17
LE0326.RAW,leaf,leaf,1,271,96,-97
LE0327.RAW,leaf,leaf,1,271,68,-67
LE0328.RAW,leaf,leaf,1,270,79,-81
LE0329.RAW,leaf,leaf,1,270,70,-69
LE0330.RAW,leaf,leaf,1,271,39,-39
LE0331.RAW,leaf,leaf,1,270,70,-70
LE0332.RAW,leaf,leaf,1,271,75,-70
LE0333.RAW,leaf,leaf,1,271,2,-4
LE0334.RAW,leaf,leaf,1,272,90,-91
LE0335.RAW,leaf,leaf,1,271,22,-25
LE0336.RAW,leaf,leaf,1,271,5,-7
LE0337.RAW,leaf,leaf,1,271,91,-93
LE0338.RAW,leaf,leaf,1,271,23,-20
LE0339.RAW,leaf,leaf,1,270,50,-50
LE0340.RAW,leaf,leaf,1,270,89,-93
LE0341.RAW,leaf,leaf,1,271,10,-8
LE0342.RAW,leaf,leaf,1,271,110,-111
LE0343.RAW,leaf,leaf,1,271,98,-98
LE0344.RAW,leaf,leaf,1,271,21,-13
LE0345.RAW,leaf,leaf,1,271,83,-81
LE0346.RAW,leaf,leaf,1,271,106,-105
LE0347.RAW,leaf,leaf,1,271,106,-103
LE0348.RAW,leaf,leaf,1,271,123,-123
LE0349.RAW,leaf,leaf,1,270,101,-102
LE0350.RAW,leaf,leaf,1,271,120,-119
LE0351.RAW,leaf,leaf,1,271,26,-28
LE0352.RAW,leaf,leaf,1,271,113,-115
LE0353.RAW,leaf,leaf,1,271,110,-111
LE0354.RAW,leaf,leaf,1,270,32,-31
LE0355.RAW,leaf,leaf,1,271,41,-41
LE0356.RAW,leaf,not_leaf,0,271,-75,75
LE0357.RAW,leaf,leaf,1,271,44,-47
LE0358.RAW,leaf,leaf,1,271,52,-54
LE0359.RAW,leaf,leaf,1,271,78,-76
LE0360.RAW,leaf,leaf,1,270,37,-37
LE0361.RAW,leaf,leaf,1,271,92,-95
LE0362.RAW,leaf,leaf,1,271,84,-85
LE0363.RAW,leaf,leaf,1,271,43,-42
LE0364.RAW,leaf,leaf,1,271,46,-45
LE0365.RAW,leaf,leaf,1,271,113,-116
LE0366.RAW,leaf,leaf,1,271,101,-99
LE0367.RAW,leaf,not_leaf,0,271,-39,40
LE0368.RAW,leaf,leaf,1,271,54,-53
LE0369.RAW,leaf,leaf,1,271,77,-75
LE0370.RAW,leaf,not_leaf,0,271,-18,23
LE0371.RAW,leaf,leaf,1,270,88,-90
LE0372.RAW,leaf,leaf,1,271,63,-62
LE0373.RAW,leaf,leaf,1,271,108,-109
LE0374.RAW,leaf,not_leaf,0,271,-2,4
LE0375.RAW,leaf,leaf,1,271,101,-102
LE0376.RAW,leaf,not_leaf,0,271,-49,50
LE0377.RAW,leaf,leaf,1,271,80,-80
LE0378.RAW,leaf,leaf,1,271,101,-102
LE0379.RAW,leaf,leaf,1,270,53,-49
LE0380.RAW,leaf,leaf,1,271,110,-110
LE0381.RAW,leaf,leaf,1,271,96,-95
LE0382.RAW,leaf,leaf,1,271,96,-98
LE0383.RAW,leaf,leaf,1,271,15,-13
LE0384.RAW,leaf,leaf,1,271,95,-97
LE0385.RAW,leaf,leaf,1,271,50,-47
LE0386.RAW,leaf,leaf,1,269,56,-53
LE0387.RAW,leaf,not_leaf,0,271,-10,18
LE0388.RAW,leaf,leaf,1,270,87,-91
LE0389.RAW,leaf,leaf,1,270,68,-70
LE0390.RAW,leaf,leaf,1,270,9,-7
LE0391.RAW,leaf,leaf,1,271,3,-4
LE0392.RAW,leaf,not_leaf,0,271,-16,17
LE0393.RAW,leaf,leaf,1,270,112,-111
LE0394.RAW,leaf,leaf,1,270,94,-98
LE0395.RAW,leaf,leaf,1,270,75,-74
LE0396.RAW,leaf,leaf,1,270,96,-99
LE0397.RAW,leaf,leaf,1,270,103,-104
LE0398.RAW,leaf,leaf,1,270,112,-113
LE0399.RAW,leaf,not_leaf,0,270,-38,49
LE0400.RAW,leaf,leaf,1,270,86,-89
LE0401.RAW,leaf,leaf,1,271,104,-105
LE0402.RAW,leaf,leaf,1,271,31,-34
LE0403.RAW,leaf,leaf,1,270,96,-97
LE0404.RAW,leaf,leaf,1,270,99,-100
LE0405.RAW,leaf,leaf,1,270,92,-93
LE0406.RAW,leaf,leaf,1,270,98,-100
LE0407.RAW,leaf,leaf,1,270,82,-86
LE0408.RAW,leaf,leaf,1,270,32,-33
LE0409.RAW,leaf,leaf,1,270,76,-75
LE0410.RAW,leaf,leaf,1,271,45,-48
LE0411.RAW,leaf,leaf,1,270,90,-89
LE0412.RAW,leaf,leaf,1,270,90,-91
LE0413.RAW,leaf,leaf,1,270,76,-75
LE0414.RAW,leaf,leaf,1,270,112,-112
LE0415.RAW,leaf,leaf,1,270,81,-83
LE0416.RAW,leaf,leaf,1,270,42,-44
LE0417.RAW,leaf,leaf,1,271,96,-95
LE0418.RAW,leaf,leaf,1,271,13,-6
LE0419.RAW,leaf,leaf,1,271,74,-74
LE0420.RAW,leaf,leaf,1,271,118,-119
LE0421.RAW,leaf,leaf,1,271,79,-78
LE0422.RAW,leaf,leaf,1,271,93,-94
LE0423.RAW,leaf,leaf,1,271,47,-46
LE0424.RAW,leaf,not_leaf,0,271,-4,4
LE0425.RAW,leaf,leaf,1,270,80,-84
LE0426.RAW,leaf,leaf,1,270,84,-84
LE0427.RAW,leaf,leaf,1,270,74,-73
LE0428.RAW,leaf,leaf,1,270,95,-95
LE0429.RAW,leaf,leaf,1,271,112,-110
LE0430.RAW,leaf,leaf,1,270,84,-86
LE0431.RAW,leaf,leaf,1,270,82,-83
LE0432.RAW,leaf,leaf,1,270,22,-20
LE0433.RAW,leaf,leaf,1,270,102,-103
LE0434.RAW,leaf,leaf,1,271,47,-49
LE0435.RAW,leaf,leaf,1,270,104,-102
LE0436.RAW,leaf,leaf,1,271,31,-34
LE0437.RAW,leaf,not_leaf,0,271,-19,20
LE0438.RAW,leaf,leaf,1,270,67,-66
LE0439.RAW,leaf,leaf,1,270,63,-61
LE0440.RAW,leaf,leaf,1,271,89,-87
LE0441.RAW,leaf,leaf,1,270,89,-91
LE0442.RAW,leaf,leaf,1,271,99,-99
LE0443.RAW,leaf,leaf,1,271,102,-103
LE0444.RAW,leaf,leaf,1,270,70,-71
LE0445.RAW,leaf,not_leaf,0,270,-7,5
LE0446.RAW,leaf,leaf,1,271,10,-10
LE0447.RAW,leaf,leaf,1,271,24,-24
LE0448.RAW,leaf,not_leaf,0,271,-14,18
LE0449.RAW,leaf,leaf,1,272,29,-29
LE0450.RAW,leaf,leaf,1,271,76,-79
LE0451.RAW,leaf,leaf,1,271,91,-92
LE0452.RAW,leaf,leaf,1,271,114,-115
LE0453.RAW,leaf,leaf,1,271,86,-89
LE0454.RAW,leaf,leaf,1,270,88,-91
LE0455.RAW,leaf,leaf,1,271,127,-128
LE0456.RAW,leaf,leaf,1,271,111,-112
LE0457.RAW,leaf,leaf,1,271,105,-107
LE0458.RAW,leaf,leaf,1,271,38,-36
LE0459.RAW,leaf,leaf,1,271,71,-70
LE0460.RAW,leaf,leaf,1,270,50,-46
LE0461.RAW,leaf,leaf,1,271,27,-25
LE0462.RAW,leaf,leaf,1,271,101,-100
LE0463.RAW,leaf,leaf,1,271,64,-62
LE0464.RAW,leaf,leaf,1,270,78,-79
LE0465.RAW,leaf,leaf,1,271,32,-32
LE0466.RAW,leaf,not_leaf,0,271,-5,14
LE0467.RAW,leaf,leaf,1,271,36,-33
LE0468.RAW,leaf,leaf,1,270,98,-99
LE0469.RAW,leaf,leaf,1,270,112,-114
LE0470.RAW,leaf,leaf,1,270,36,-32
LE0471.RAW,leaf,leaf,1,271,101,-102
LE0472.RAW,leaf,leaf,1,272,124,-125
LE0473.RAW,leaf,leaf,1,271,93,-92
LE0474.RAW,leaf,leaf,1,271,81,-80
LE0475.RAW,leaf,leaf,1,270,112,-113
LE0476.RAW,leaf,not_leaf,0,270,-39,40
LE0477.RAW,leaf,leaf,1,270,62,-61
LE0478.RAW,leaf,leaf,1,269,72,-74
LE0479.RAW,leaf,leaf,1,270,101,-104
LE0480.RAW,leaf,leaf,1,272,104,-105
LE0481.RAW,leaf,leaf,1,270,86,-90
LE0482.RAW,leaf,leaf,1,270,82,-85
LE0483.RAW,leaf,leaf,1,271,81,-77
LE0484.RAW,leaf,leaf,1,270,92,-91
LE0485.RAW,leaf,leaf,1,271,37,-39
LE0486.RAW,leaf,leaf,1,271,121,-121
LE0487.RAW,leaf,leaf,1,270,89,-89
LE0488.RAW,leaf,leaf,1,270,32,-31
LE0489.RAW,leaf,leaf,1,270,83,-85
LE0490.RAW,leaf,leaf,1,270,87,-87
LE0491.RAW,leaf,leaf,1,270,58,-58
LE0492.RAW,leaf,leaf,1,270,28,-27
LE0493.RAW,leaf,leaf,1,270,48,-45
LE0494.RAW,leaf,leaf,1,270,109,-109
LE0495.RAW,leaf,leaf,1,271,118,-118
LE0496.RAW,leaf,leaf,1,270,91,-92
LE0497.RAW,leaf,leaf,1,270,110,-111
LE0498.RAW,leaf,leaf,1,270,38,-38
LE0499.RAW,leaf,leaf,1,270,75,-77
LE0500.RAW,leaf,leaf,1,270,109,-111
LE0501.RAW,leaf,leaf,1,270,79,-80
LE0502.RAW,leaf,leaf,1,270,84,-86
LE0503.RAW,leaf,leaf,1,270,95,-97
LE0504.RAW,leaf,leaf,1,270,74,-77
LE0505.RAW,leaf,leaf,1,270,21,-17
LE0506.RAW,leaf,leaf,1,271,124,-127
LE0507.RAW,leaf,leaf,1,271,88,-83
LE0508.RAW,leaf,leaf,1,270,52,-47
LE0509.RAW,leaf,not_leaf,0,271,-54,55
LE0510.RAW,leaf,leaf,1,270,95,-97
LE0511.RAW,leaf,leaf,1,271,119,-120
LE0512.RAW,leaf,leaf,1,270,98,-96
LE0513.RAW,leaf,leaf,1,270,62,-61
LE0514.RAW,leaf,leaf,1,271,89,-91
LE0515.RAW,leaf,leaf,1,270,93,-96
LE0516.RAW,leaf,leaf,1,270,53,-52
LE0517.RAW,leaf,not_leaf,0,271,-79,83
LE0518.RAW,leaf,leaf,1,270,79,-80
LE0519.RAW,leaf,leaf,1,271,106,-106
LE0520.RAW,leaf,leaf,1,271,104,-104
LE0521.RAW,leaf,leaf,1,270,97,-100
LE0522.RAW,leaf,leaf,1,272,20,-13
LE0523.RAW,leaf,leaf,1,271,62,-63
LE0524.RAW,leaf,not_leaf,0,271,-79,82
LE0525.RAW,leaf,leaf,1,270,89,-88
LE0526.RAW,leaf,leaf,1,271,114,-117
LE0527.RAW,leaf,leaf,1,271,54,-53
LE0528.RAW,leaf,leaf,1,270,46,-45
LE0529.RAW,leaf,leaf,1,271,111,-112
LE0530.RAW,leaf,leaf,1,270,92,-94
LE0531.RAW,leaf,leaf,1,271,78,-79
LE0532.RAW,leaf,leaf,1,271,72,-68
LE0533.RAW,leaf,leaf,1,271,95,-97
LE0534.RAW,leaf,leaf,1,271,88,-84
LE0535.RAW,leaf,leaf,1,270,86,-84
LE0536.RAW,leaf,leaf,1,270,54,-55
LE0537.RAW,leaf,leaf,1,270,39,-32
LE0538.RAW,leaf,leaf,1,270,88,-89
LE0539.RAW,leaf,leaf,1,270,33,-33
LE0540.RAW,leaf,leaf,1,270,98,-99
LE0541.RAW,leaf,not_leaf,0,271,-13,18
LE0542.RAW,leaf,leaf,1,270,77,-75
LE0543.RAW,leaf,leaf,1,270,97,-97
LE0544.RAW,leaf,leaf,1,270,87,-90
LE0545.RAW,leaf,leaf,1,270,112,-113
LE0546.RAW,leaf,not_leaf,0,271,-46,48
LE0547.RAW,leaf,leaf,1,270,57,-56
LE0548.RAW,leaf,leaf,1,271,92,-92
LE0549.RAW,leaf,leaf,1,271,30,-24
LE0550.RAW,leaf,leaf,1,270,112,-111
LE0551.RAW,leaf,leaf,1,270,74,-76
LE0552.RAW,leaf,leaf,1,270,103,-106
LE0553.RAW,leaf,not_leaf,0,271,-24,25
LE0554.RAW,leaf,leaf,1,270,95,-94
LE0555.RAW,leaf,not_leaf,0,271,-25,22
LE0556.RAW,leaf,leaf,1,271,108,-111
LE0557.RAW,leaf,leaf,1,270,87,-89
LE0558.RAW,leaf,leaf,1,271,89,-92
LE0559.RAW,leaf,leaf,1,271,9,-8
LE0560.RAW,leaf,leaf,1,271,88,-89
LE0561.RAW,leaf,not_leaf,0,272,-58,75
LE0562.RAW,leaf,leaf,1,271,103,-101
LE0563.RAW,leaf,leaf,1,271,84,-84
LE0564.RAW,leaf,not_leaf,0,271,-114,114
LE0565.RAW,leaf,leaf,1,272,39,-40
LE0566.RAW,leaf,not_leaf,0,271,-18,27
LE0567.RAW,leaf,leaf,1,271,89,-90
LE0568.RAW,leaf,leaf,1,271,75,-71
LE0569.RAW,leaf,leaf,1,270,106,-107
LE0570.RAW,leaf,leaf,1,271,23,-23
LE0571.RAW,leaf,leaf,1,271,104,-103
LE0572.RAW,leaf,leaf,1,271,75,-76
LE0573.RAW,leaf,leaf,1,271,60,-57
LE0574.RAW,leaf,leaf,1,271,64,-64
LE0575.RAW,leaf,leaf,1,270,11,-10
LE0576.RAW,leaf,leaf,1,271,91,-91
LE0577.RAW,leaf,leaf,1,270,38,-33
LE0578.RAW,leaf,leaf,1,270,80,-79
LE0579.RAW,leaf,leaf,1,270,98,-96
LE0580.RAW,leaf,leaf,1,270,100,-100
LE0581.RAW,leaf,leaf,1,272,111,-110
LE0582.RAW,leaf,not_leaf,0,271,-58,60
LE0583.RAW,leaf,leaf,1,271,25,-23
LE0584.RAW,leaf,leaf,1,270,99,-100
LE0585.RAW,leaf,leaf,1,271,110,-108
LE0586.RAW,leaf,leaf,1,270,83,-83
LE0587.RAW,leaf,not_leaf,0,271,-85,94
LE0588.RAW,leaf,leaf,1,270,98,-96
LE0589.RAW,leaf,leaf,1,270,81,-83
LE0590.RAW,leaf,leaf,1,270,72,-72
LE0591.RAW,leaf,leaf,1,270,109,-110
LE0592.RAW,leaf,leaf,1,271,25,-25
LE0593.RAW,leaf,leaf,1,270,101,-104
LE0594.RAW,leaf,leaf,1,271,103,-103
LE0595.RAW,leaf,not_leaf,0,270,1,3
LE0596.RAW,leaf,not_leaf,0,270,-41,44
LE0597.RAW,leaf,leaf,1,270,17,-14
LE0598.RAW,leaf,leaf,1,270,56,-57
LE0599.RAW,leaf,leaf,1,271,58,-57
LE0600.RAW,leaf,leaf,1,271,101,-98
LE0601.RAW,leaf,leaf,1,271,111,-110
LE0602.RAW,leaf,leaf,1,271,108,-108
LE0603.RAW,leaf,leaf,1,271,112,-114
LE0604.RAW,leaf,leaf,1,271,88,-88
LE0605.RAW,leaf,leaf,1,271,62,-64
LE0606.RAW,leaf,leaf,1,271,105,-106
LE0607.RAW,leaf,leaf,1,271,47,-44
LE0608.RAW,leaf,leaf,1,271,64,-61
LE0609.RAW,leaf,leaf,1,271,104,-107
LE0610.RAW,leaf,leaf,1,271,91,-90
LE0611.RAW,leaf,leaf,1,272,76,-76
LE0612.RAW,leaf,leaf,1,271,98,-99
LE0613.RAW,leaf,not_leaf,0,272,-13,17
LE0614.RAW,leaf,leaf,1,270,104,-104
LE0615.RAW,leaf,leaf,1,270,68,-68
LE0616.RAW,leaf,leaf,1,270,89,-91
LE0617.RAW,leaf,leaf,1,271,99,-99
LE0618.RAW,leaf,leaf,1,270,81,-82
LE0619.RAW,leaf,leaf,1,270,101,-103
LE0620.RAW,leaf,leaf,1,270,89,-91
LE0621.RAW,leaf,leaf,1,270,104,-104
LE0622.RAW,leaf,leaf,1,271,117,-121
LE0623.RAW,leaf,leaf,1,270,101,-104
LE0624.RAW,leaf,leaf,1,270,90,-92
LE0625.RAW,leaf,leaf,1,271,46,-44
LE0626.RAW,leaf,leaf,1,271,84,-78
LE0627.RAW,leaf,not_leaf,0,271,-9,14
LE0628.RAW,leaf,leaf,1,270,82,-86
LE0629.RAW,leaf,not_leaf,0,271,-19,17
LE0630.RAW,leaf,leaf,1,271,99,-100
LE0631.RAW,leaf,not_leaf,0,271,-15,15
LE0632.RAW,leaf,leaf,1,271,22,-22
LE0633.RAW,leaf,leaf,1,270,90,-91
LE0634.RAW,leaf,leaf,1,271,89,-90
LE0635.RAW,leaf,leaf,1,270,50,-47
LE0636.RAW,leaf,leaf,1,271,101,-101
LE0637.RAW,leaf,leaf,1,271,103,-103
LE0638.RAW,leaf,leaf,1,272,34,-29
LE0639.RAW,leaf,leaf,1,272,93,-93
LE0640.RAW,leaf,leaf,1,271,101,-102
LE0641.RAW,leaf,leaf,1,271,91,-90
LE0642.RAW,leaf,leaf,1,270,73,-73
LE0643.RAW,leaf,leaf,1,271,102,-104
LE0644.RAW,leaf,leaf,1,272,33,-23
LE0645.RAW,leaf,leaf,1,270,65,-63
LE0646.RAW,leaf,leaf,1,271,49,-39
LE0647.RAW,leaf,leaf,1,270,73,-74
LE0648.RAW,leaf,leaf,1,270,67,-66
LE0649.RAW,leaf,leaf,1,270,112,-113
LE0650.RAW,leaf,leaf,1,270,90,-88
LE0651.RAW,leaf,leaf,1,270,95,-96
LE0652.RAW,leaf,leaf,1,270,112,-114
LE0653.RAW,leaf,leaf,1,269,89,-94
LE0654.RAW,leaf,leaf,1,270,89,-92
LE0655.RAW,leaf,leaf,1,271,97,-98
LE0656.RAW,leaf,leaf,1,271,106,-103
LE0657.RAW,leaf,leaf,1,270,50,-50
LE0658.RAW,leaf,not_leaf,0,270,-37,44
LE0659.RAW,leaf,leaf,1,271,127,-128
LE0660.RAW,leaf,leaf,1,270,99,-102
LE0661.RAW,leaf,leaf,1,270,34,-24
LE0662.RAW,leaf,leaf,1,270,91,-91
LE0663.RAW,leaf,leaf,1,270,97,-98
LE0664.RAW,leaf,leaf,1,271,23,-22
LE0665.RAW,leaf,leaf,1,270,96,-98
LE0666.RAW,leaf,leaf,1,271,81,-82
LE0667.RAW,leaf,leaf,1,270,98,-100
LE0668.RAW,leaf,leaf,1,270,82,-84
LE0669.RAW,leaf,leaf,1,271,8,-10
LE0670.RAW,leaf,leaf,1,271,92,-91
LE0671.RAW,leaf,leaf,1,270,96,-97
LE0672.RAW,leaf,not_leaf,0,271,-45,51
LE0673.RAW,leaf,leaf,1,270,63,-62
LE0674.RAW,leaf,leaf,1,271,99,-98
LE0675.RAW,leaf,leaf,1,271,109,-110
LE0676.RAW,leaf,leaf,1,271,52,-52
LE0677.RAW,leaf,leaf,1,271,127,-128
LE0678.RAW,leaf,leaf,1,272,77,-74
LE0679.RAW,leaf,not_leaf,0,271,-21,20
LE0680.RAW,leaf,leaf,1,270,48,-48
LE0681.RAW,leaf,not_leaf,0,271,-83,88
LE0682.RAW,leaf,leaf,1,270,99,-103
LE0683.RAW,leaf,leaf,1,270,67,-68
LE0684.RAW,leaf,leaf,1,270,90,-93
LE0685.RAW,leaf,leaf,1,270,91,-90
LE0686.RAW,leaf,not_leaf,0,271,-97,97
LE0687.RAW,leaf,leaf,1,271,99,-100
LE0688.RAW,leaf,leaf,1,270,106,-107
LE0689.RAW,leaf,leaf,1,271,110,-111
LE0690.RAW,leaf,leaf,1,270,97,-97
LE0691.RAW,leaf,leaf,1,271,103,-104
LE0692.RAW,leaf,leaf,1,270,88,-89
LE0693.RAW,leaf,leaf,1,271,97,-97
LE0694.RAW,leaf,leaf,1,271,12,-13
LE0695.RAW,leaf,leaf,1,270,23,-22
LE0696.RAW,leaf,leaf,1,270,66,-66
LE0697.RAW,leaf,leaf,1,271,108,-107
LE0698.RAW,leaf,leaf,1,271,34,-35
LE0699.RAW,leaf,leaf,1,271,115,-114
LE0700.RAW,leaf,leaf,1,271,81,-82
LE0701.RAW,leaf,leaf,1,271,45,-48
LE0702.RAW,leaf,not_leaf,0,270,-31,32
LE0703.RAW,leaf,leaf,1,270,68,-66
LE0704.RAW,leaf,leaf,1,270,73,-72
LE0705.RAW,leaf,leaf,1,270,113,-115
LE0706.RAW,leaf,leaf,1,270,70,-70
LE0707.RAW,leaf,leaf,1,271,112,-111
LE0708.RAW,leaf,leaf,1,271,88,-89
LE0709.RAW,leaf,leaf,1,271,59,-63
LE0710.RAW,leaf,leaf,1,272,98,-97
LE0711.RAW,leaf,leaf,1,271,42,-41
LE0712.RAW,leaf,leaf,1,271,47,-47
LE0713.RAW,leaf,leaf,1,271,100,-102
LE0714.RAW,leaf,leaf,1,271,101,-100
LE0715.RAW,leaf,leaf,1,271,116,-118
LE0716.RAW,leaf,leaf,1,271,120,-119
LE0717.RAW,leaf,leaf,1,271,111,-111
LE0718.RAW,leaf,leaf,1,271,61,-59
LE0719.RAW,leaf,leaf,1,271,44,-45
LE0720.RAW,leaf,leaf,1,270,62,-60
LE0721.RAW,leaf,leaf,1,270,95,-95
LE0722.RAW,leaf,leaf,1,270,88,-90
LE0723.RAW,leaf,leaf,1,270,82,-86
LE0724.RAW,leaf,leaf,1,270,80,-81
LE0725.RAW,leaf,leaf,1,271,27,-27
LE0726.RAW,leaf,leaf,1,270,115,-115
LE0727.RAW,leaf,leaf,1,272,88,-85
LE0728.RAW,leaf,leaf,1,270,21,-19
LE0729.RAW,leaf,leaf,1,271,78,-78
LE0730.RAW,leaf,leaf,1,271,112,-114
LE0731.RAW,leaf,leaf,1,270,88,-87
LE0732.RAW,leaf,leaf,1,270,64,-64
LE0733.RAW,leaf,leaf,1,271,52,-50
LE0734.RAW,leaf,leaf,1,271,99,-98
LE0735.RAW,leaf,leaf,1,270,81,-82
LE0736.RAW,leaf,leaf,1,271,79,-80
LE0737.RAW,leaf,leaf,1,270,77,-80
LE0738.RAW,leaf,leaf,1,271,18,-19
LE0739.RAW,leaf,leaf,1,271,39,-32
LE0740.RAW,leaf,leaf,1,270,94,-96
LE0741.RAW,leaf,leaf,1,271,67,-65
LE0742.RAW,leaf,leaf,1,270,92,-93
LE0743.RAW,leaf,leaf,1,271,94,-96
LE0744.RAW,leaf,leaf,1,271,26,-24
LE0745.RAW,leaf,leaf,1,271,28,-24
LE0746.RAW,leaf,leaf,1,270,88,-88
LE0747.RAW,leaf,not_leaf,0,270,-21,26
LE0748.RAW,leaf,leaf,1,270,122,-123
LE0749.RAW,leaf,leaf,1,271,110,-109
LE0750.RAW,leaf,leaf,1,270,84,-85
LE0751.RAW,leaf,leaf,1,271,79,-74
LE0752.RAW,leaf,leaf,1,270,92,-93
LE0753.RAW,leaf,leaf,1,272,106,-108
LE0754.RAW,leaf,leaf,1,270,78,-80
LE0755.RAW,leaf,leaf,1,271,48,-50
LE0756.RAW,leaf,leaf,1,271,107,-107
LE0757.RAW,leaf,leaf,1,271,110,-109
LE0758.RAW,leaf,leaf,1,271,49,-49
LE0759.RAW,leaf,leaf,1,270,92,-93
LE0760.RAW,leaf,leaf,1,270,95,-97
LE0761.RAW,leaf,not_leaf,0,270,-47,53
LE0762.RAW,leaf,leaf,1,270,88,-89
LE0763.RAW,leaf,leaf,1,270,87,-88
LE0764.RAW,leaf,leaf,1,270,115,-115
LE0765.RAW,leaf,leaf,1,271,102,-104
LE0766.RAW,leaf,leaf,1,270,85,-86
LE0767.RAW,leaf,leaf,1,270,89,-92
LE0768.RAW,leaf,leaf,1,271,88,-89
LE0769.RAW,leaf,not_leaf,0,272,-96,107
LE0770.RAW,leaf,leaf,1,270,74,-73
LE0771.RAW,leaf,leaf,1,271,120,-120
LE0772.RAW,leaf,leaf,1,270,37,-34
LE0773.RAW,leaf,leaf,1,270,46,-44
LE0774.RAW,leaf,leaf,1,270,57,-56
LE0775.RAW,leaf,leaf,1,271,84,-84
LE0776.RAW,leaf,leaf,1,271,101,-99
LE0777.RAW,leaf,leaf,1,272,66,-68
LE0778.RAW,leaf,leaf,1,271,66,-66
LE0779.RAW,leaf,leaf,1,271,87,-88
LE0780.RAW,leaf,leaf,1,271,99,-99
LE0781.RAW,leaf,leaf,1,271,81,-82
LE0782.RAW,leaf,leaf,1,272,94,-96
LE0783.RAW,leaf,leaf,1,270,8,-4
LE0784.RAW,leaf,not_leaf,0,271,-60,56
LE0785.RAW,leaf,leaf,1,271,78,-78
LE0786.RAW,leaf,leaf,1,271,94,-95
LE0787.RAW,leaf,leaf,1,271,67,-69
LE0788.RAW,leaf,leaf,1,272,66,-61
LE0789.RAW,leaf,leaf,1,271,51,-50
LE0790.RAW,leaf,leaf,1,270,122,-122
LE0791.RAW,leaf,leaf,1,270,95,-97
LE0792.RAW,leaf,leaf,1,270,17,-11
LE0793.RAW,leaf,leaf,1,270,114,-115
LE0794.RAW,leaf,leaf,1,270,89,-88
LE0795.RAW,leaf,leaf,1,270,107,-111
LE0796.RAW,leaf,leaf,1,271,97,-98
LE0797.RAW,leaf,leaf,1,271,28,-23
LE0798.RAW,leaf,leaf,1,270,91,-93
LE0799.RAW,leaf,leaf,1,271,19,-18
LE0800.RAW,leaf,leaf,1,271,106,-107
LE0801.RAW,leaf,leaf,1,271,26,-22
LE0802.RAW,leaf,leaf,1,271,41,-40
LE0803.RAW,leaf,leaf,1,270,88,-91
LE0804.RAW,leaf,leaf,1,270,100,-102
LE0805.RAW,leaf,leaf,1,270,82,-82
LE0806.RAW,leaf,leaf,1,271,85,-82
LE0807.RAW,leaf,not_leaf,0,271,-30,32
LE0808.RAW,leaf,leaf,1,271,76,-77
LE0809.RAW,leaf,leaf,1,271,54,-52
LE0810.RAW,leaf,not_leaf,0,271,-84,85
LE0811.RAW,leaf,leaf,1,270,80,-81
LE0812.RAW,leaf,leaf,1,271,102,-104
LE0813.RAW,leaf,leaf,1,271,10,-8
LE0814.RAW,leaf,leaf,1,271,42,-43
LE0815.RAW,leaf,not_leaf,0,271,-66,74
LE0816.RAW,leaf,not_leaf,0,272,-3,6
LE0817.RAW,leaf,leaf,1,271,87,-88
LE0818.RAW,leaf,leaf,1,270,56,-47
LE0819.RAW,leaf,leaf,1,270,101,-102
LE0820.RAW,leaf,leaf,1,271,76,-79
LE0821.RAW,leaf,leaf,1,271,96,-95
LE0822.RAW,leaf,leaf,1,271,101,-100
LE0823.RAW,leaf,leaf,1,271,104,-105
LE0824.RAW,leaf,leaf,1,270,82,-82
LE0825.RAW,leaf,leaf,1,270,66,-65
LE0826.RAW,leaf,leaf,1,270,92,-91
LE0827.RAW,leaf,leaf,1,271,86,-84
LE0828.RAW,leaf,leaf,1,271,74,-69
LE0829.RAW,leaf,not_leaf,0,271,-31,32
LE0830.RAW,leaf,leaf,1,271,117,-115
LE0831.RAW,leaf,leaf,1,271,89,-91
LE0832.RAW,leaf,leaf,1,271,41,-42
LE0833.RAW,leaf,leaf,1,271,48,-47
LE0834.RAW,leaf,leaf,1,271,35,-36
LE0835.RAW,leaf,leaf,1,271,93,-94
LE0836.RAW,leaf,leaf,1,271,106,-107
